x1,y1,x2,y2,dx,dy,magnitude,angle_deg
1416.0000,1206.0000,1418.2550,1205.9022,2.2550,-0.0978,2.2571,-2.4828
3507.0000,516.0000,3507.3276,516.7158,0.3276,0.7158,0.7872,65.4042
426.0000,1802.0000,432.0262,1802.0039,6.0262,0.0039,6.0262,0.0371
119.0000,2171.0000,120.2978,2171.0522,1.2978,0.0522,1.2988,2.3054
4007.0000,2799.0000,4007.4202,2798.9172,0.4202,-0.0828,0.4282,-11.1434
901.0000,1871.0000,911.6277,1871.5769,10.6277,0.5769,10.6433,3.1071
412.0000,1462.0000,413.1382,1462.1276,1.1382,0.1276,1.1453,6.3950
1756.0000,1893.0000,1763.5660,1892.7148,7.5660,-0.2852,7.5714,-2.1584
3645.0000,1521.0000,3653.9797,1521.3461,8.9797,0.3461,8.9864,2.2070
809.0000,1921.0000,813.4287,1914.3186,4.4287,-6.6814,8.0159,-56.4619
514.0000,1868.0000,520.9688,1868.7148,6.9688,0.7148,7.0054,5.8568
761.0000,1200.0000,761.3605,1200.1250,0.3605,0.1250,0.3816,19.1218
458.0000,1954.0000,461.3577,1954.3702,3.3577,0.3702,3.3781,6.2923
181.0000,1684.0000,185.6395,1683.9988,4.6395,-0.0012,4.6395,-0.0151
80.0000,2109.0000,82.5016,2110.1108,2.5016,1.1108,2.7372,23.9433
2021.0000,980.0000,2021.5046,980.5067,0.5046,0.5067,0.7151,45.1141
2923.0000,1984.0000,2929.5203,1984.0892,6.5203,0.0892,6.5209,0.7841
2130.0000,1327.0000,2132.5732,1327.4584,2.5732,0.4584,2.6137,10.1002
1362.0000,1964.0000,1362.6188,1963.6113,0.6188,-0.3887,0.7307,-32.1342
2019.0000,1993.0000,2028.9343,1993.4489,9.9343,0.4489,9.9445,2.5870
901.0000,2480.0000,903.8423,2481.1865,2.8423,1.1865,3.0800,22.6583
747.0000,1940.0000,754.9772,1940.6138,7.9772,0.6138,8.0007,4.3997
2204.0000,1371.0000,2205.7207,1372.0880,1.7207,1.0880,2.0358,32.3055
2203.0000,2327.0000,2203.5852,2326.9036,0.5852,-0.0964,0.5931,-9.3576
424.0000,1911.0000,429.1182,1911.0295,5.1182,0.0295,5.1182,0.3307
1668.0000,932.0000,1668.4225,932.3293,0.4225,0.3293,0.5357,37.9380
2807.0000,1633.0000,2813.5784,1633.7915,6.5784,0.7915,6.6258,6.8608
1649.0000,1257.0000,1650.2570,1257.8126,1.2570,0.8126,1.4968,32.8826
3474.0000,1608.0000,3483.8079,1606.8650,9.8079,-1.1350,9.8733,-6.6012
1243.0000,2302.0000,1243.7125,2302.0862,0.7125,0.0862,0.7177,6.8966
3251.0000,1964.0000,3272.7534,1969.0378,21.7534,5.0378,22.3292,13.0392
1560.0000,1743.0000,1565.3362,1744.2441,5.3362,1.2441,5.4793,13.1242
1169.0000,1160.0000,1171.2410,1159.8413,2.2410,-0.1587,2.2466,-4.0506
4219.0000,2263.0000,4226.8857,2264.5681,7.8857,1.5681,8.0401,11.2468
1494.0000,2179.0000,1494.5455,2177.8691,0.5455,-1.1309,1.2556,-64.2471
1150.0000,2044.0000,1153.0465,2043.7421,3.0465,-0.2579,3.0574,-4.8394
2938.0000,1603.0000,2947.7180,1602.4137,9.7180,-0.5863,9.7357,-3.4526
1376.0000,1942.0000,1376.9016,1942.0482,0.9016,0.0482,0.9029,3.0612
293.0000,1831.0000,300.5911,1830.4727,7.5911,-0.5273,7.6094,-3.9739
1370.0000,2623.0000,1371.6371,2623.1492,1.6371,0.1492,1.6439,5.2064
1287.0000,1957.0000,1290.2596,1958.1185,3.2596,1.1185,3.4462,18.9394
790.0000,2191.0000,792.3878,2191.3901,2.3878,0.3901,2.4195,9.2794
3735.0000,615.0000,3735.9995,614.6956,0.9995,-0.3044,1.0448,-16.9371
358.0000,2043.0000,359.8628,2043.3086,1.8628,0.3086,1.8882,9.4064
1102.0000,1933.0000,1111.4778,1933.3182,9.4778,0.3182,9.4831,1.9231
3193.0000,2318.0000,3201.0999,2319.4414,8.0999,1.4414,8.2271,10.0904
2052.0000,2117.0000,2053.8616,2116.9634,1.8616,-0.0366,1.8619,-1.1270
652.0000,1757.0000,656.6569,1756.5791,4.6569,-0.4209,4.6758,-5.1645
1746.0000,1934.0000,1747.9779,1934.1787,1.9779,0.1787,1.9860,5.1629
4043.0000,1789.0000,4051.8496,1789.6108,8.8496,0.6108,8.8707,3.9485
1221.0000,2208.0000,1221.7610,2207.5847,0.7610,-0.4153,0.8669,-28.6220
1003.0000,1858.0000,1009.7980,1858.0420,6.7980,0.0420,6.7982,0.3539
3266.0000,960.0000,3265.8333,960.4185,-0.1667,0.4185,0.4505,111.7236
4067.0000,1267.0000,4072.0276,1267.0358,5.0276,0.0358,5.0277,0.4076
1261.0000,1875.0000,1272.2815,1875.2693,11.2815,0.2693,11.2847,1.3674
1505.0000,908.0000,1508.5594,907.0092,3.5594,-0.9908,3.6948,-15.5547
1649.0000,3129.0000,1650.4916,3129.3772,1.4916,0.3772,1.5385,14.1917
4587.0000,2254.0000,4587.7817,2253.7148,0.7817,-0.2852,0.8321,-20.0406
3294.0000,1505.0000,3302.8557,1505.3269,8.8557,0.3269,8.8617,2.1141
2001.0000,2005.0000,2006.4000,2005.0382,5.4000,0.0382,5.4002,0.4054
2985.0000,2045.0000,2991.3945,2045.3358,6.3945,0.3358,6.4033,3.0062
1128.0000,2656.0000,1129.7157,2656.1301,1.7157,0.1301,1.7206,4.3373
2789.0000,1670.0000,2799.2605,1670.1050,10.2605,0.1050,10.2610,0.5862
250.0000,1925.0000,252.3989,1924.6803,2.3989,-0.3197,2.4201,-7.5912
2309.0000,2058.0000,2321.4783,2061.1729,12.4783,3.1729,12.8753,14.2663
3059.0000,1946.0000,3064.8308,1945.6343,5.8308,-0.3657,5.8423,-3.5890
2183.0000,2699.0000,2184.2295,2698.9363,1.2295,-0.0637,1.2311,-2.9668
369.0000,2152.0000,372.4274,2152.9951,3.4274,0.9951,3.5689,16.1904
2938.0000,1337.0000,2940.2297,1337.7020,2.2297,0.7020,2.3376,17.4765
2947.0000,1565.0000,2958.3621,1560.9030,11.3621,-4.0970,12.0782,-19.8288
3582.0000,1450.0000,3588.6682,1451.6682,6.6682,1.6682,6.8737,14.0456
1623.0000,1983.0000,1629.3536,1983.9330,6.3536,0.9330,6.4218,8.3537
109.0000,1940.0000,112.9229,1940.4839,3.9229,0.4839,3.9527,7.0318
2392.0000,2092.0000,2396.2778,2091.4763,4.2778,-0.5237,4.3098,-6.9793
2777.0000,2033.0000,2779.0586,2034.3677,2.0586,1.3677,2.4715,33.5990
3861.0000,2126.0000,3868.9600,2126.2000,7.9600,0.2000,7.9625,1.4389
2215.0000,1163.0000,2217.0837,1162.8210,2.0837,-0.1790,2.0914,-4.9086
780.0000,1983.0000,782.6064,1983.3939,2.6064,0.3939,2.6360,8.5945
594.0000,1005.0000,594.6577,1005.1216,0.6577,0.1216,0.6688,10.4793
1961.0000,2152.0000,1962.3221,2151.7832,1.3221,-0.2168,1.3398,-9.3121
118.0000,1382.0000,119.0131,1382.4407,1.0131,0.4407,1.1048,23.5069
1608.0000,1282.0000,1610.1689,1282.5308,2.1689,0.5308,2.2329,13.7506
2443.0000,2222.0000,2450.7485,2226.0901,7.7485,4.0901,8.7618,27.8275
1648.0000,1971.0000,1650.9917,1970.4249,2.9917,-0.5751,3.0465,-10.8808
3206.0000,1416.0000,3208.1138,1416.9484,2.1138,0.9484,2.3168,24.1639
3665.0000,1415.0000,3671.8440,1416.0137,6.8440,1.0137,6.9187,8.4249
59.0000,2106.0000,61.4565,2106.7849,2.4565,0.7849,2.5789,17.7198
1763.0000,2704.0000,1764.0789,2704.4685,1.0789,0.4685,1.1762,23.4734
1987.0000,2735.0000,1987.6080,2734.1047,0.6080,-0.8953,1.0822,-55.8170
387.0000,2217.0000,389.2228,2217.2024,2.2228,0.2024,2.2320,5.2026
2620.0000,1787.0000,2629.0979,1787.2909,9.0979,0.2909,9.1025,1.8313
297.0000,2093.0000,298.8682,2093.4119,1.8682,0.4119,1.9130,12.4328
235.0000,1856.0000,238.4966,1855.5042,3.4966,-0.4958,3.5316,-8.0712
2782.0000,2319.0000,2783.2405,2319.0281,1.2405,0.0281,1.2408,1.2966
772.0000,1334.0000,779.6588,1332.3644,7.6588,-1.6356,7.8315,-12.0550
1567.0000,1862.0000,1576.2832,1861.6849,9.2832,-0.3151,9.2885,-1.9438
103.0000,1425.0000,105.5877,1425.3077,2.5877,0.3077,2.6059,6.7820
1028.0000,1952.0000,1034.3665,1952.2831,6.3665,0.2831,6.3727,2.5459
1980.0000,2009.0000,1999.5450,1997.5463,19.5450,-11.4537,22.6538,-30.3710
577.0000,1861.0000,581.3359,1860.2717,4.3359,-0.7283,4.3966,-9.5346
1517.0000,2201.0000,1518.9026,2201.1980,1.9026,0.1980,1.9129,5.9413
3358.0000,1928.0000,3367.8884,1927.8989,9.8884,-0.1011,9.8889,-0.5856
4378.0000,2051.0000,4385.7231,2051.0867,7.7231,0.0867,7.7236,0.6430
1063.0000,1834.0000,1066.2623,1833.3418,3.2623,-0.6582,3.3281,-11.4068
690.0000,2418.0000,690.3994,2417.6960,0.3994,-0.3040,0.5019,-37.2712
1811.0000,1062.0000,1812.5609,1062.1570,1.5609,0.1570,1.5688,5.7430
343.0000,1971.0000,346.2301,1971.2189,3.2301,0.2189,3.2375,3.8764
4621.0000,1776.0000,4631.7930,1777.5212,10.7930,1.5212,10.8996,8.0228
3428.0000,914.0000,3430.8701,914.1039,2.8701,0.1039,2.8720,2.0741
866.0000,1811.0000,873.3923,1810.5029,7.3923,-0.4971,7.4090,-3.8469
485.0000,2368.0000,487.4810,2369.1604,2.4810,1.1604,2.7389,25.0666
1840.0000,2153.0000,1840.9668,2152.4731,0.9668,-0.5269,1.1010,-28.5882
2753.0000,1427.0000,2757.6101,1428.3231,4.6101,1.3231,4.7962,16.0137
1673.0000,2121.0000,1674.3444,2121.0042,1.3444,0.0042,1.3444,0.1769
2582.0000,1819.0000,2592.2029,1819.1714,10.2029,0.1714,10.2043,0.9624
2654.0000,1136.0000,2654.4482,1136.8500,0.4482,0.8500,0.9609,62.1947
1175.0000,2490.0000,1176.3745,2489.9392,1.3745,-0.0608,1.3759,-2.5324
404.0000,2190.0000,406.3448,2190.7891,2.3448,0.7891,2.4740,18.5992
2204.0000,2337.0000,2204.8174,2336.8538,0.8174,-0.1462,0.8304,-10.1436
633.0000,1997.0000,639.8385,1998.0062,6.8385,1.0062,6.9121,8.3705
901.0000,2098.0000,902.1483,2097.9172,1.1483,-0.0828,1.1512,-4.1226
1714.0000,727.0000,1714.3816,727.2054,0.3816,0.2054,0.4334,28.2975
1596.0000,1394.0000,1606.1058,1392.6356,10.1058,-1.3644,10.1975,-7.6890
965.0000,1959.0000,967.6475,1959.8606,2.6475,0.8606,2.7838,18.0075
3352.0000,1563.0000,3360.4492,1561.5537,8.4492,-1.4463,8.5721,-9.7134
277.0000,1418.0000,278.6255,1418.4315,1.6255,0.4315,1.6818,14.8674
1328.0000,1217.0000,1329.3008,1217.6882,1.3008,0.6882,1.4716,27.8829
1463.0000,1889.0000,1467.1952,1889.2896,4.1952,0.2896,4.2052,3.9483
90.0000,1823.0000,94.7348,1823.5079,4.7348,0.5079,4.7619,6.1231
480.0000,1895.0000,487.0533,1895.0874,7.0533,0.0874,7.0538,0.7100
899.0000,2382.0000,900.0554,2382.0984,1.0554,0.0984,1.0600,5.3259
21.0000,2019.0000,23.3556,2019.6831,2.3556,0.6831,2.4527,16.1717
35.0000,2109.0000,38.3440,2110.0220,3.3440,1.0220,3.4967,16.9936
1129.0000,1797.0000,1137.4385,1799.8615,8.4385,2.8615,8.9104,18.7316
1702.0000,1766.0000,1709.0796,1766.7573,7.0796,0.7573,7.1200,6.1059
3176.0000,1300.0000,3178.6267,1300.4054,2.6267,0.4054,2.6578,8.7736
2610.0000,1095.0000,2616.2600,1093.9026,6.2600,-1.0974,6.3555,-9.9432
1769.0000,1379.0000,1769.9730,1380.2173,0.9730,1.2173,1.5584,51.3633
2399.0000,1987.0000,2402.0469,1987.8657,3.0469,0.8657,3.1675,15.8617
2450.0000,1944.0000,2459.4368,1944.7837,9.4368,0.7837,9.4693,4.7473
1599.0000,1840.0000,1607.9244,1839.8301,8.9244,-0.1699,8.9261,-1.0908
1360.0000,2037.0000,1361.9431,2036.8309,1.9431,-0.1691,1.9505,-4.9727
1092.0000,948.0000,1092.0690,948.5020,0.0690,0.5020,0.5067,82.1764
3869.0000,2518.0000,3869.3416,2517.1628,0.3416,-0.8372,0.9042,-67.8050
1981.0000,1794.0000,1992.4832,1793.1830,11.4832,-0.8170,11.5122,-4.0697
300.0000,1384.0000,300.1379,1384.0928,0.1379,0.0928,0.1662,33.9235
2940.0000,2047.0000,2944.3308,2046.6052,4.3308,-0.3948,4.3488,-5.2084
3142.0000,1367.0000,3150.8496,1366.9301,8.8496,-0.0699,8.8499,-0.4528
2551.0000,1952.0000,2559.0154,1952.2356,8.0154,0.2356,8.0188,1.6836
1853.0000,1385.0000,1863.6686,1383.8356,10.6686,-1.1644,10.7319,-6.2289
4597.0000,1845.0000,4607.9443,1847.3907,10.9443,2.3907,11.2024,12.3225
1356.0000,1784.0000,1361.6204,1783.2899,5.6204,-0.7101,5.6650,-7.2007
1081.0000,2041.0000,1088.4663,2042.4795,7.4663,1.4795,7.6115,11.2083
944.0000,2547.0000,945.8776,2547.1721,1.8776,0.1721,1.8854,5.2378
491.0000,1246.0000,491.7962,1246.4944,0.7962,0.4944,0.9372,31.8363
1883.0000,501.0000,1883.2002,501.0695,0.2002,0.0695,0.2119,19.1343
2595.0000,2018.0000,2603.8789,2020.1823,8.8789,2.1823,9.1432,13.8084
2229.0000,1497.0000,2244.2554,1496.1057,15.2554,-0.8943,15.2816,-3.3549
2761.0000,2015.0000,2763.4539,2015.8787,2.4539,0.8787,2.6064,19.7011
2470.0000,2194.0000,2472.9636,2194.5608,2.9636,0.5608,3.0162,10.7151
1895.0000,997.0000,1896.4294,996.9279,1.4294,-0.0721,1.4313,-2.8868
1164.0000,1856.0000,1172.8195,1856.9128,8.8195,0.9128,8.8666,5.9093
1072.0000,1964.0000,1075.8660,1963.7113,3.8660,-0.2887,3.8767,-4.2707
271.0000,1443.0000,273.1069,1443.4934,2.1069,0.4934,2.1639,13.1802
803.0000,1810.0000,804.4449,1809.9861,1.4449,-0.0139,1.4450,-0.5518
120.0000,2306.0000,121.3693,2306.6660,1.3693,0.6660,1.5227,25.9376
1837.0000,1356.0000,1842.3158,1356.1747,5.3158,0.1747,5.3187,1.8821
369.0000,2632.0000,371.3104,2633.2207,2.3104,1.2207,2.6131,27.8495
1076.0000,1365.0000,1079.2206,1365.1927,3.2206,0.1927,3.2263,3.4250
891.0000,1358.0000,894.6052,1357.2115,3.6052,-0.7885,3.6904,-12.3362
3637.0000,1425.0000,3642.0518,1425.9530,5.0518,0.9530,5.1409,10.6832
263.0000,2253.0000,264.6726,2253.6775,1.6726,0.6775,1.8046,22.0501
280.0000,2130.0000,279.0053,2131.4580,-0.9947,1.4580,1.7650,124.3028
4761.0000,208.0000,4761.2114,207.6317,0.2114,-0.3683,0.4247,-60.1428
4854.0000,1700.0000,4863.5918,1700.3082,9.5918,0.3082,9.5967,1.8405
1608.0000,1212.0000,1608.5149,1212.5996,0.5149,0.5996,0.7903,49.3469
1832.0000,2301.0000,1833.3606,2301.3184,1.3606,0.3184,1.3973,13.1694
2886.0000,1524.0000,2895.8809,1524.5023,9.8809,0.5023,9.8936,2.9103
1142.0000,1946.0000,1144.6969,1946.4863,2.6969,0.4863,2.7404,10.2222
1347.0000,1888.0000,1340.9088,1887.0602,-6.0912,-0.9398,6.1633,-171.2289
682.0000,1818.0000,685.1869,1820.0857,3.1869,2.0857,3.8087,33.2032
2928.0000,2167.0000,2933.5171,2167.5200,5.5171,0.5200,5.5415,5.3846
508.0000,2210.0000,508.5260,2210.1072,0.5260,0.1072,0.5368,11.5163
4099.0000,956.0000,4099.6821,955.8344,0.6821,-0.1656,0.7019,-13.6447
1724.0000,1693.0000,1725.6447,1695.1652,1.6447,2.1652,2.7190,52.7797
449.0000,1994.0000,452.5648,1994.3066,3.5648,0.3066,3.5779,4.9165
10.0000,1923.0000,12.9336,1922.9984,2.9336,-0.0016,2.9336,-0.0310
1791.0000,2143.0000,1791.7622,2142.1223,0.7622,-0.8777,1.1625,-49.0280
1970.0000,663.0000,1971.4963,662.7788,1.4963,-0.2212,1.5126,-8.4087
2608.0000,2095.0000,2621.0559,2097.6599,13.0559,2.6599,13.3241,11.5154
2317.0000,705.0000,2316.9077,705.2917,-0.0923,0.2917,0.3059,107.5565
2413.0000,1806.0000,2423.4114,1804.9092,10.4114,-1.0908,10.4684,-5.9812
878.0000,752.0000,878.4164,752.2443,0.4164,0.2443,0.4828,30.3936
1356.0000,2014.0000,1358.3022,2013.8986,2.3022,-0.1014,2.3045,-2.5229
4361.0000,2404.0000,4363.3335,2404.2271,2.3335,0.2271,2.3445,5.5574
875.0000,2080.0000,875.8745,2080.8013,0.8745,0.8013,1.1860,42.4994
2950.0000,2001.0000,2961.3342,2003.6021,11.3342,2.6021,11.6291,12.9296
1992.0000,1166.0000,1995.1202,1166.1694,3.1202,0.1694,3.1248,3.1082
2420.0000,2126.0000,2421.7073,2126.2747,1.7073,0.2747,1.7292,9.1392
1824.0000,738.0000,1825.8851,737.6999,1.8851,-0.3001,1.9089,-9.0455
1886.0000,2258.0000,1887.2596,2258.0181,1.2596,0.0181,1.2598,0.8217
3415.0000,2367.0000,3416.5237,2366.5674,1.5237,-0.4326,1.5839,-15.8508
474.0000,2091.0000,476.6100,2091.3462,2.6100,0.3462,2.6328,7.5558
766.0000,2217.0000,768.4482,2217.2822,2.4482,0.2822,2.4644,6.5760
1169.0000,2751.0000,1169.3186,2751.0759,0.3186,0.0759,0.3275,13.4044
2505.0000,2725.0000,2505.9597,2725.3906,0.9597,0.3906,1.0362,22.1474
1449.0000,1973.0000,1450.1328,1973.4913,1.1328,0.4913,1.2348,23.4477
1818.0000,1443.0000,1825.5122,1442.9253,7.5122,-0.0747,7.5126,-0.5698
1311.0000,1823.0000,1316.7046,1823.5850,5.7046,0.5850,5.7345,5.8548
1790.0000,1849.0000,1793.3401,1849.3795,3.3401,0.3795,3.3616,6.4824
1496.0000,2162.0000,1499.0402,2162.2769,3.0402,0.2769,3.0527,5.2033
1334.0000,1981.0000,1335.3528,1980.8864,1.3528,-0.1136,1.3575,-4.8021
204.0000,1316.0000,205.4748,1316.5975,1.4748,0.5975,1.5913,22.0554
1492.0000,1833.0000,1500.9885,1834.2789,8.9885,1.2789,9.0791,8.0980
9.0000,3120.0000,9.2794,3120.1926,0.2794,0.1926,0.3394,34.5825
1978.0000,2656.0000,1978.8228,2655.8887,0.8228,-0.1113,0.8303,-7.7060
2575.0000,1596.0000,2589.9868,1594.9436,14.9868,-1.0564,15.0240,-4.0320
1057.0000,1924.0000,1066.0981,1925.7855,9.0981,1.7855,9.2717,11.1033
307.0000,1862.0000,311.1772,1862.4620,4.1772,0.4620,4.2026,6.3118
2190.0000,1954.0000,2203.2102,1957.7654,13.2102,3.7654,13.7364,15.9094
862.0000,2607.0000,863.0236,2607.3994,1.0236,0.3994,1.0988,21.3156
794.0000,1326.0000,797.2062,1325.6355,3.2062,-0.3645,3.2269,-6.4858
87.0000,2154.0000,89.6246,2155.0339,2.6246,1.0339,2.8209,21.5015
1697.0000,2623.0000,1697.7400,2622.9238,0.7400,-0.0762,0.7439,-5.8771
3742.0000,2050.0000,3748.8618,2049.5010,6.8618,-0.4990,6.8799,-4.1595
1397.0000,1382.0000,1398.7740,1382.4937,1.7740,0.4937,1.8415,15.5499
4150.0000,713.0000,4153.6060,712.1309,3.6060,-0.8691,3.7092,-13.5515
1545.0000,1000.0000,1545.2738,1000.6382,0.2738,0.6382,0.6945,66.7809
667.0000,1344.0000,668.9641,1344.4795,1.9641,0.4795,2.0217,13.7195
1926.0000,1251.0000,1927.8694,1251.7982,1.8694,0.7982,2.0327,23.1222
2652.0000,1734.0000,2650.6577,1733.2150,-1.3423,-0.7850,1.5550,-149.6788
2651.0000,2056.0000,2652.2493,2056.3562,1.2493,0.3562,1.2991,15.9143
141.0000,2195.0000,142.8347,2195.2554,1.8347,0.2554,1.8524,7.9239
3516.0000,1772.0000,3526.8965,1771.8468,10.8965,-0.1532,10.8976,-0.8055
2727.0000,1679.0000,2741.1653,1679.6439,14.1653,0.6439,14.1799,2.6027
517.0000,1908.0000,522.8763,1908.8660,5.8763,0.8660,5.9397,8.3831
1313.0000,973.0000,1313.5698,973.7716,0.5698,0.7716,0.9592,53.5545
4477.0000,2214.0000,4482.9810,2214.1902,5.9810,0.1902,5.9840,1.8213
1994.0000,2014.0000,2002.2357,1995.2531,8.2357,-18.7469,20.4762,-66.2836
4086.0000,2410.0000,4090.2520,2411.0979,4.2520,1.0979,4.3914,14.4782
4364.0000,1806.0000,4362.2808,1807.8789,-1.7192,1.8789,2.5468,132.4592
3311.0000,2285.0000,3313.7800,2284.7002,2.7800,-0.2998,2.7961,-6.1551
2356.0000,1801.0000,2366.8672,1801.5271,10.8672,0.5271,10.8800,2.7769
17.0000,1913.0000,21.2224,1913.6587,4.2224,0.6587,4.2735,8.8666
1844.0000,3014.0000,1845.7925,3014.5813,1.7925,0.5813,1.8844,17.9678
1857.0000,2046.0000,1859.4305,2045.8124,2.4305,-0.1876,2.4378,-4.4141
1495.0000,1958.0000,1497.2855,1956.1914,2.2855,-1.8086,2.9146,-38.3555
702.0000,2219.0000,704.8018,2219.6133,2.8018,0.6133,2.8682,12.3466
2595.0000,2050.0000,2604.1362,2058.5562,9.1362,8.5562,12.5171,43.1221
3256.0000,1157.0000,3257.8591,1157.4744,1.8591,0.4744,1.9187,14.3139
1849.0000,2120.0000,1850.6511,2119.7839,1.6511,-0.2161,1.6652,-7.4553
4391.0000,2408.0000,4392.1177,2407.7871,1.1177,-0.2129,1.1378,-10.7843
2416.0000,1601.0000,2425.8628,1600.0049,9.8628,-0.9951,9.9129,-5.7614
3707.0000,1423.0000,3712.2581,1423.1312,5.2581,0.1312,5.2597,1.4296
1389.0000,1758.0000,1398.3987,1759.4060,9.3987,1.4060,9.5033,8.5081
3194.0000,2103.0000,3205.2178,2106.2087,11.2178,3.2087,11.6677,15.9627
3224.0000,1439.0000,3231.4402,1439.3308,7.4402,0.3308,7.4475,2.5458
522.0000,2178.0000,524.3467,2178.4700,2.3467,0.4700,2.3933,11.3245
307.0000,1932.0000,309.9572,1931.8955,2.9572,-0.1045,2.9591,-2.0237
2224.0000,1563.0000,2236.6990,1563.2173,12.6990,0.2173,12.7008,0.9803
2954.0000,1781.0000,2959.0303,1779.8782,5.0303,-1.1218,5.1538,-12.5721
470.0000,1080.0000,471.2303,1080.1903,1.2303,0.1903,1.2450,8.7927
3259.0000,1491.0000,3264.2261,1491.4795,5.2261,0.4795,5.2480,5.2422
136.0000,2245.0000,140.0809,2246.8994,4.0809,1.8994,4.5013,24.9591
403.0000,1484.0000,405.8901,1483.9918,2.8901,-0.0082,2.8901,-0.1621
3577.0000,1440.0000,3580.8018,1440.9510,3.8018,0.9510,3.9189,14.0449
744.0000,2072.0000,747.6489,2072.7310,3.6489,0.7310,3.7214,11.3278
3231.0000,1643.0000,3239.3555,1643.0486,8.3555,0.0486,8.3556,0.3332
515.0000,2089.0000,515.9615,2088.8174,0.9615,-0.1826,0.9787,-10.7535
1965.0000,2174.0000,1967.8824,2174.5996,2.8824,0.5996,2.9442,11.7511
1978.0000,655.0000,1980.1460,654.2101,2.1460,-0.7899,2.2868,-20.2081
3609.0000,1647.0000,3618.4333,1648.0626,9.4333,1.0626,9.4930,6.4270
739.0000,2018.0000,741.2080,2017.9093,2.2080,-0.0907,2.2099,-2.3522
908.0000,1212.0000,909.6365,1212.1926,1.6365,0.1926,1.6478,6.7133
1611.0000,2836.0000,1613.1963,2836.6052,2.1963,0.6052,2.2782,15.4064
4535.0000,1875.0000,4535.0322,1875.0081,0.0322,0.0081,0.0332,14.0362
2642.0000,2174.0000,2650.5872,2177.0925,8.5872,3.0925,9.1270,19.8057
575.0000,1901.0000,581.3843,1900.7914,6.3843,-0.2086,6.3877,-1.8716
1137.0000,2010.0000,1146.0243,2011.2385,9.0243,1.2385,9.1089,7.8147
1480.0000,1874.0000,1488.5547,1874.7048,8.5547,0.7048,8.5837,4.7100
366.0000,1488.0000,369.4159,1488.5338,3.4159,0.5338,3.4573,8.8820
893.0000,1916.0000,905.3031,1917.6348,12.3031,1.6348,12.4112,7.5688
31.0000,2007.0000,33.5829,2007.3430,2.5829,0.3430,2.6056,7.5649
428.0000,2171.0000,430.9532,2172.3279,2.9532,1.3279,3.2380,24.2105
714.0000,1875.0000,715.7707,1874.7767,1.7707,-0.2233,1.7847,-7.1865
1354.0000,1944.0000,1361.5427,1944.5168,7.5427,0.5168,7.5604,3.9199
2470.0000,1625.0000,2478.8342,1623.9534,8.8342,-1.0466,8.8960,-6.7566
959.0000,734.0000,960.0759,734.2396,1.0759,0.2396,1.1023,12.5526
2536.0000,1323.0000,2538.2947,1323.2574,2.2947,0.2574,2.3091,6.4014
3109.0000,2304.0000,3111.5125,2304.3567,2.5125,0.3567,2.5376,8.0802
1221.0000,2411.0000,1222.2231,2411.1399,1.2231,0.1399,1.2311,6.5246
696.0000,1806.0000,699.8251,1804.8671,3.8251,-1.1329,3.9893,-16.4986
3087.0000,1713.0000,3093.3608,1713.6575,6.3608,0.6575,6.3947,5.9013
2407.0000,1545.0000,2418.2412,1545.3523,11.2412,0.3523,11.2467,1.7950
314.0000,1753.0000,328.8749,1752.5010,14.8749,-0.4990,14.8833,-1.9214
2182.0000,2093.0000,2186.5464,2093.6584,4.5464,0.6584,4.5938,8.2408
862.0000,2078.0000,864.1872,2078.1172,2.1872,0.1172,2.1903,3.0669
2364.0000,2046.0000,2368.2605,2046.9094,4.2605,0.9094,4.3565,12.0492
1468.0000,1910.0000,1472.5905,1906.8774,4.5905,-3.1226,5.5518,-34.2247
810.0000,2730.0000,812.9185,2731.3691,2.9185,1.3691,3.2237,25.1323
2209.0000,2177.0000,2209.5466,2177.2029,0.5466,0.2029,0.5831,20.3623
505.0000,1843.0000,508.4520,1843.6594,3.4520,0.6594,3.5144,10.8146
3557.0000,1662.0000,3565.1990,1661.9882,8.1990,-0.0118,8.1990,-0.0827
465.0000,2055.0000,466.1442,2054.9341,1.1442,-0.0659,1.1461,-3.2973
802.0000,1877.0000,811.4376,1877.3079,9.4376,0.3079,9.4426,1.8684
2817.0000,1827.0000,2828.0366,1829.7748,11.0366,2.7748,11.3801,14.1126
435.0000,1937.0000,439.0481,1937.5396,4.0481,0.5396,4.0839,7.5919
494.0000,1960.0000,499.9388,1960.5865,5.9388,0.5865,5.9677,5.6406
2473.0000,2089.0000,2479.4155,2089.9856,6.4155,0.9856,6.4908,8.7339
1853.0000,2057.0000,1855.6094,2057.0850,2.6094,0.0850,2.6108,1.8649
2733.0000,1412.0000,2738.3081,1412.7003,5.3081,0.7003,5.3541,7.5158
1569.0000,1397.0000,1573.9119,1397.4171,4.9119,0.4171,4.9295,4.8539
653.0000,1846.0000,657.7459,1846.4104,4.7459,0.4104,4.7636,4.9423
751.0000,1470.0000,751.7306,1471.0883,0.7306,1.0883,1.3108,56.1249
4330.0000,1818.0000,4342.5195,1819.5381,12.5195,1.5381,12.6137,7.0040
2537.0000,2268.0000,2539.8086,2269.1213,2.8086,1.1213,3.0242,21.7645
63.0000,2051.0000,67.9508,2052.1267,4.9508,1.1267,5.0774,12.8211
1309.0000,1878.0000,1314.8488,1878.0599,5.8488,0.0599,5.8491,0.5871
